symbol,company,insider,insider_position,trade_type,trade_shares,trade_price,trade_value,trade_date,now
EMYB,"Embassy Bancorp, Inc.",Lobach David M Jr  ,President & CEO,Buy,25.0,12.0,300.0,2020-08-18 00:00:00,2020-08-28 00:33:43.372630
EMYB,"Embassy Bancorp, Inc.",Lobach David M Jr  ,President & CEO,Buy,150.0,12.0,1800.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372679
ENR,"Energizer Holdings, Inc.",Vitale Robert V  ,Director,Buy,2000.0,45.21,90428.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372736
EVF,Eaton Vance Senior Income Trust,Weinstein Boaz  ,10% Owner,Buy,55240.0,5.82,321496.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372790
EVF,Eaton Vance Senior Income Trust,Weinstein Boaz  ,10% Owner,Buy,70000.0,5.85,409500.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372840
FAII,Fortress Value Acquisition Corp. Ii,Bass Daniel  ,Chief Financial Officer,Buy,5000.0,0.0,0.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372890
FAII,Fortress Value Acquisition Corp. Ii,Mcknight Andrew A.  ,Chief Executive Officer,Buy,30000.0,0.0,0.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372940
FAII,Fortress Value Acquisition Corp. Ii,Pack Joshua A  ,Director,Buy,10000.0,0.0,0.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372988
FAII,Fortress Value Acquisition Corp. Ii,Gillette Alexander P  ,General Counsel and Secretary,Buy,5000.0,0.0,0.0,2020-08-14 00:00:00,2020-08-28 00:33:43.373037
FAII,Fortress Value Acquisition Corp. Ii,Furstein Marc  ,Director,Buy,30000.0,0.0,0.0,2020-08-14 00:00:00,2020-08-28 00:33:43.373084
FLUX,"Flux Power Holdings, Inc.",Dutt Ronald F  ,CEO & President,Buy,8750.0,4.0,35000.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373141
FLUX,"Flux Power Holdings, Inc.",Cosentino John A Jr,,Buy,25000.0,4.0,100000.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373191
FLUX,"Flux Power Holdings, Inc.",Johnson Michael,,Buy,150000.0,4.0,600000.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373241
FLUX,"Flux Power Holdings, Inc.",Berry Jonathan Andrew  ,COO,Buy,1875.0,4.0,7500.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373289
FLUX,"Flux Power Holdings, Inc.",Scheiwe Charles  ,CFO & Secretary,Buy,5000.0,4.0,20000.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373339
FOX,Fox Corp,Murdoch Lachlan K  ,"Executive Chairman, CEO",Buy,229024.0,25.74,5895077.0,2020-08-15 00:00:00,2020-08-28 00:33:43.373397
FUSB,First Us Bancshares Inc,Elley Thomas S  ,"VP,CFO,PAO,Treas,Asst Sec",Buy,1500.0,6.27,9411.0,2020-08-17 00:00:00,2020-08-28 00:33:43.373454
GDYN,"Grid Dynamics Holdings, Inc.",Zhang Shuo  ,Director,Buy,10395.0,7.61,79137.0,2020-08-12 00:00:00,2020-08-28 00:33:43.373514
HESM,Hess Midstream Lp,Gatling John A.  ,President and COO,Buy,1084.0,18.57,20129.0,2020-08-14 00:00:00,2020-08-28 00:33:43.373573
HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph  ,Director,Buy,2300.0,12.3,28290.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373632
HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph  ,Director,Buy,234.0,12.29,2875.0,2020-08-17 00:00:00,2020-08-28 00:33:43.373680
JANL,Janel Corp,Killackey Brendan James  ,CIO,Buy,1500.0,8.31,12465.0,2020-08-17 00:00:00,2020-08-28 00:33:43.373735
JANL,Janel Corp,Killackey Brendan James  ,CIO,Buy,221.0,8.3,1835.0,2020-08-14 00:00:00,2020-08-28 00:33:43.373784
KMPH,"Kempharm, Inc",Tierney David S  ,Director,Buy,10000.0,0.65,6530.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373840
KMPH,"Kempharm, Inc",Pascoe Richard W  ,Director,Buy,10000.0,0.64,6360.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373888
KMPH,"Kempharm, Inc",Clifton R. Laduane  ,"CFO, Secretary & Treasurer",Buy,2000.0,0.69,1390.0,2020-08-18 00:00:00,2020-08-28 00:33:43.373936
MGEE,Mge Energy Inc,Berbee James G  ,Director,Buy,940.0,66.92,62901.0,2020-08-14 00:00:00,2020-08-28 00:33:43.373994
N/A,John Hancock Ga Mortgage Trust,Manufacturers Life Reinsurance Ltd  ,10% Owner,Buy,689571.0,21.95,15137462.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624011
N/A,John Hancock Ga Mortgage Trust,Manulife,10% Owner,Buy,444572.0,21.95,9759244.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624111
NMTR,"9 Meters Biopharma, Inc.",Sirgo Mark A,,Buy,100000.0,0.56,56000.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624178
NTST,Netstreit Corp.,Troxell Matthew A  ,Director,Buy,15000.0,18.0,270000.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624233
NTST,Netstreit Corp.,Blocher Andrew P  ,"CFO, Treasurer and Secretary",Buy,2000.0,18.0,36000.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624284
NTST,Netstreit Corp.,Wittman Lori  ,Director,Buy,3750.0,18.0,67500.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624336
OGE,Oge Energy Corp.,Sanner J. Michael,,Buy,1000.0,32.53,32530.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624397
OPBK,Op Bancorp,Choi Brian  ,Director,Buy,6500.0,6.17,40118.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624457
OPOF,Old Point Financial Corp,Ralston Susan  ,Other,Buy,275.0,16.13,4435.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624521
OPTN,"Optinose, Inc.",Marino Michael F Iii  ,Chief Legal Officer & Corp Sec,Buy,500.0,5.1,2550.0,2020-08-18 00:00:00,2020-08-28 00:33:43.624586
OPTN,"Optinose, Inc.",Marino Michael F Iii  ,Chief Legal Officer & Corp Sec,Buy,2000.0,5.21,10410.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624639
OPTN,"Optinose, Inc.",Marino Michael F Iii  ,Chief Legal Officer & Corp Sec,Buy,3567.0,5.08,18120.0,2020-08-14 00:00:00,2020-08-28 00:33:43.624689
OSS,"One Stop Systems, Inc.",Matz Gregory W  ,Director,Buy,2500.0,2.28,5699.0,2020-08-14 00:00:00,2020-08-28 00:33:43.624750
PBIP,"Prudential Bancorp, Inc.",Vanaria Raymond,,Buy,5000.0,11.47,57340.0,2020-08-17 00:00:00,2020-08-28 00:33:43.624833
PRVB,"Provention Bio, Inc.",Palmer Ashleigh  ,President and CEO,Buy,500.0,12.69,6345.0,2020-08-18 00:00:00,2020-08-28 00:33:43.624893
PSNL,"Personalis, Inc.",Janmohamed Arif  ,Other,Buy,1315789.0,19.0,24999991.0,2020-08-14 00:00:00,2020-08-28 00:33:43.624955
QTS,"Qts Realty Trust, Inc.",Marino Peter,,Buy,169.0,37.21,6288.0,2019-01-08 00:00:00,2020-08-28 00:33:43.625016
QTS,"Qts Realty Trust, Inc.",Marino Peter,,Buy,18.0,41.89,754.0,2018-10-04 00:00:00,2020-08-28 00:33:43.625066
RCG,"Renn Fund, Inc.",Stahl Murray  ,President and CEO,Buy,675.0,1.33,899.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625120
RESI,Front Yard Residential Corp,Burg Scott Edward,,Buy,150000.0,9.69,1454100.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625181
REYN,Reynolds Consumer Products Inc.,Noll Richard A  ,Director,Buy,15000.0,33.41,501180.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625240
RRR,"Red Rock Resorts, Inc.",Fertitta Frank J Iii  ,Chief Executive Officer,Buy,145000.0,16.36,2372635.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625300
RRR,"Red Rock Resorts, Inc.",Fertitta Lorenzo J  ,Vice President,Buy,145000.0,16.36,2372635.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625350
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.41,51250.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625410
SAFE,Safehold Inc.,Istar Inc.,,Buy,4775.0,52.35,249971.0,2020-08-18 00:00:00,2020-08-28 00:33:43.625471
SAFE,Safehold Inc.,Istar Inc.,,Buy,4662.0,53.62,249976.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625520
SAFE,Safehold Inc.,Istar Inc.,,Buy,4649.0,53.77,249976.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625569
SBH,"Sally Beauty Holdings, Inc.",Brickman Christian A.  ,President & CEO,Buy,10000.0,12.19,121860.0,2020-08-18 00:00:00,2020-08-28 00:33:43.625629
SDC,"Smiledirectclub, Inc.",Wallman Richard F,,Buy,53000.0,7.8,413400.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625690
SFE,Safeguard Scientifics Inc,Manko Joseph M. Jr.,,Buy,2205.0,6.18,13618.0,2020-08-14 00:00:00,2020-08-28 00:33:43.625748
SFE,Safeguard Scientifics Inc,Manko Joseph M. Jr.,,Buy,1210.0,6.16,7456.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625797
SLRX,"Salarius Pharmaceuticals, Inc.",Rosenblum Mark J  ,"Exec VP Finance, CFO",Buy,5000.0,1.0,5000.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625851
SREV,"Servicesource International, Inc.",Brolin Jonathan  ,10% Owner,Buy,16996.0,1.49,25324.0,2020-08-17 00:00:00,2020-08-28 00:33:43.625911
SREV,"Servicesource International, Inc.",Brolin Jonathan  ,10% Owner,Buy,13105.0,1.5,19657.0,2020-08-18 00:00:00,2020-08-28 00:33:43.625961
SRRA,"Sierra Oncology, Inc.",Klencke Barbara  ,Chief Development Officer,Buy,9275.0,12.24,113488.0,2020-08-18 00:00:00,2020-08-28 00:33:43.626016
SVBI,Severn Bancorp Inc,Wayson Konrad  ,Director,Buy,500.0,6.1,3050.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626075
TCON,"Tracon Pharmaceuticals, Inc.",Theuer Charles  ,President and CEO,Buy,100.0,1.7,170.0,2020-08-14 00:00:00,2020-08-28 00:33:43.626137
TCON,"Tracon Pharmaceuticals, Inc.",Theuer Charles  ,President and CEO,Buy,44743.0,1.63,72841.0,2020-08-18 00:00:00,2020-08-28 00:33:43.626185
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4754.0,5.8,27568.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626245
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4704.0,5.71,26836.0,2020-08-14 00:00:00,2020-08-28 00:33:43.626300
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,596.74,7160.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626361
UFI,Unifi Inc,Langone Kenneth G,,Buy,21500.0,13.06,280790.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626425
UFI,Unifi Inc,Ingle Edmund M  ,CEO,Buy,3000.0,12.71,38130.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626475
UFI,Unifi Inc,Ingle Edmund M  ,CEO,Buy,4390.0,12.88,56543.0,2020-08-18 00:00:00,2020-08-28 00:33:43.626526
UFI,Unifi Inc,Ingle Edmund M  ,CEO,Buy,3000.0,12.84,38520.0,2020-08-14 00:00:00,2020-08-28 00:33:43.626574
UMH,"Umh Properties, Inc.",Mitchell William Edward,,Buy,384.0,13.0,4992.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626633
UMRX,Unum Therapeutics Inc.,Shah Nimish P  ,10% Owner,Buy,101000.0,2.62,264620.0,2020-08-18 00:00:00,2020-08-28 00:33:43.626691
UMRX,Unum Therapeutics Inc.,Shah Nimish P  ,10% Owner,Buy,100000.0,2.3,229999.0,2020-08-14 00:00:00,2020-08-28 00:33:43.626740
UMRX,Unum Therapeutics Inc.,Shah Nimish P  ,10% Owner,Buy,250000.0,2.57,642500.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626789
UPLD,"Upland Software, Inc.",May David,,Buy,10000.0,33.72,337239.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626847
VG,Vonage Holdings Corp,Read Rory P  ,Chief Executive Officer,Buy,16935.0,11.82,200256.0,2020-08-14 00:00:00,2020-08-28 00:33:43.626912
VRCA,Verrica Pharmaceuticals Inc.,Manning Paul B  ,Director,Buy,6000.0,6.92,41520.0,2020-08-17 00:00:00,2020-08-28 00:33:43.626972
VVI,Viad Corp,Schechter Joshua  ,Director,Buy,3000.0,18.79,56370.0,2020-08-14 00:00:00,2020-08-28 00:33:43.627032
VVI,Viad Corp,Schechter Joshua  ,Director,Buy,3500.0,17.64,61729.0,2020-08-18 00:00:00,2020-08-28 00:33:43.627082
XAIR,"Beyond Air, Inc.",Carey Robert,,Buy,60000.0,5.58,334500.0,2020-08-14 00:00:00,2020-08-28 00:33:43.627139
XAIR,"Beyond Air, Inc.",Lisi Steven A.  ,"CEO, Chairman",Buy,20000.0,5.55,110940.0,2020-08-14 00:00:00,2020-08-28 00:33:43.627189
XCLIX,Thrivent Church Loan & Income Fund,Spangler Meg G  ,Other,Buy,1824.0,10.96,19991.0,2020-08-17 00:00:00,2020-08-28 00:33:43.627238
ACI,"Albertsons Companies, Inc.",Sankaran Vivek  ,President and CEO,Buy,25000.0,14.74,368575.0,2020-08-14 00:00:00,2020-08-28 00:33:43.887712
ADMQ,"Adm Endeavors, Inc.",Johnson Marc  ,CEO,Buy,398400.0,0.1,37848.0,2020-08-13 00:00:00,2020-08-28 00:33:43.887818
ANAT,American National Group Inc,Mcleod E Douglas  ,Director,Buy,3000.0,75.35,226049.0,2020-08-14 00:00:00,2020-08-28 00:33:43.887887
ANAT,American National Group Inc,Pederson E J  ,Director,Buy,400.0,76.4,30560.0,2020-08-14 00:00:00,2020-08-28 00:33:43.887965
AUBN,"Auburn National Bancorporation, Inc",Housel David E  ,Director,Buy,35.0,45.0,1575.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888024
AUBN,"Auburn National Bancorporation, Inc",Housel David E  ,Director,Buy,63.0,45.4,2860.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888076
AVDL,Avadel Pharmaceuticals Plc,Mchugh Thomas S  ,Chief Financial Officer,Buy,10000.0,7.78,77810.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888134
AVDL,Avadel Pharmaceuticals Plc,Ende Eric J,,Buy,5000.0,7.77,38850.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888185
AVDL,Avadel Pharmaceuticals Plc,Palczuk Linda,,Buy,2500.0,7.94,19850.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888233
BE,Bloom Energy Corp,Immelt Jeffrey R  ,Director,Buy,70000.0,14.86,1040340.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888291
BH,Biglari Holdings Inc.,"Lion Fund, L.p.",,Buy,3525.0,279.94,986770.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888350
BH,Biglari Holdings Inc.,"Lion Fund, L.p.",,Buy,3057.0,268.65,821278.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888399
BH,Biglari Holdings Inc.,"Lion Fund, L.p.",,Buy,13825.0,285.07,3941092.0,2020-08-17 00:00:00,2020-08-28 00:33:43.888447
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,1474.0,3.18,4687.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888505
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,3795.0,3.21,12174.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888554
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,2757.0,1.73,4775.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888615
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,14575.0,1.86,27138.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888666
CBKM,Consumers Bancorp Inc /oh/,Parkinson John W  ,Director,Buy,200.0,15.1,3020.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888731
CIVBP,"Civista Bancshares, Inc.",Murray Dennis E Jr  ,Director,Buy,1000.0,13.43,13427.0,2020-07-29 00:00:00,2020-08-28 00:33:43.888792
COHN,Cohen & Co Inc.,Cohen Daniel G  ,Chairman and CE Europe,Buy,2500.0,19.62,49047.0,2020-08-14 00:00:00,2020-08-28 00:33:43.888852
COHN,Cohen & Co Inc.,Brafman Lester Raymond  ,Chief Executive Officer,Buy,1000.0,20.01,20010.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888912
CRDA-CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,5213.0,8.04,41922.0,2020-08-13 00:00:00,2020-08-28 00:33:43.888970
CRDA-CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,3787.0,8.02,30371.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889019
CRDA-CRDB,Crawford & Co,Burke Benedict V  ,Vice President,Buy,850.0,7.58,6443.0,2020-08-07 00:00:00,2020-08-28 00:33:43.889069
CRMD,Cormedix Inc.,Armstrong Jr. John L.  ,Exec VP of Tech Operations,Buy,27500.0,4.21,115912.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889127
CRMD,Cormedix Inc.,Kaplan Myron,,Buy,15000.0,4.08,61155.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889176
CRMD,Cormedix Inc.,Baluch Khoso  ,Chief Executive Officer,Buy,4830.0,4.14,19986.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889223
CRMD,Cormedix Inc.,Mounts Phoebe  ,General Counsel,Buy,2525.0,4.03,10175.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889269
CSBB,Csb Bancorp Inc /oh,Coblentz Julian L  ,Director,Buy,1000.0,34.15,34150.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889322
CSII,Cardiovascular Systems Inc,Ward Scott R.  ,Chairman and CEO,Buy,1000.0,32.19,32186.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889381
CSII,Cardiovascular Systems Inc,Aronson Martha Goldberg,,Buy,3000.0,32.22,96654.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889431
CSII,Cardiovascular Systems Inc,Robb Rhonda J.  ,Chief Operating Officer,Buy,1000.0,31.97,31969.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889480
CSII,Cardiovascular Systems Inc,Points Jeffrey S.  ,Chief Financial Officer,Buy,1000.0,32.01,32009.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889530
CSPR,Casper Sleep Inc.,Krim Philip  ,Chief Executive Officer,Buy,15000.0,9.6,144000.0,2020-08-13 00:00:00,2020-08-28 00:33:43.889587
CSPR,Casper Sleep Inc.,Parikh Neil  ,Chief Strategy Officer,Buy,5000.0,8.26,41275.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889636
CSPR,Casper Sleep Inc.,Chapin Jeffery R.  ,Chief Product Officer,Buy,10000.0,8.62,86160.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889693
CVLB,"Conversion Labs, Inc.",Walters Happy David,,Buy,65000.0,1.42,92040.0,2020-08-17 00:00:00,2020-08-28 00:33:43.889750
CWH,"Camping World Holdings, Inc.","Ml Rv Group, Llc  ",10% Owner,Buy,2975.0,33.63,100052.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889809
DGICA,Donegal Group Inc,Donegal Mutual Insurance Co  ,10% Owner,Buy,101667.0,14.87,1511584.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889869
DSNY,Destiny Media Technologies Inc,Graber Mark A  ,10% Owner,Buy,72500.0,0.58,42340.0,2020-08-17 00:00:00,2020-08-28 00:33:43.889927
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,500.0,1.59,795.0,2020-08-14 00:00:00,2020-08-28 00:33:43.889986
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,1100.0,1.46,1606.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890038
FCBC,First Community Bankshares Inc /va/,Brown David D  ,Chief Financial Officer,Buy,1300.0,20.43,26557.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890095
FFBW,"Ffbw, Inc. /md/",Specht Christine A,,Buy,1500.0,8.28,12419.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890150
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,Scott Jeffrey M,,Buy,1000.0,8.37,8365.0,2020-07-14 00:00:00,2020-08-28 00:33:43.890202
FLNT,"Fluent, Inc.",Schulke Ryan  ,Chief Executive Officer,Buy,5085.0,2.58,13129.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890258
FLNT,"Fluent, Inc.",Schulke Ryan  ,Chief Executive Officer,Buy,14915.0,2.32,34662.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890307
FLNT,"Fluent, Inc.",Conlin Matthew  ,President,Buy,14441.0,2.32,33532.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890355
FLNT,"Fluent, Inc.",Conlin Matthew  ,President,Buy,8129.0,2.54,20631.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890403
FPAY,"Flexshopper, Inc.",Dvorkin Howard,,Buy,40324.0,1.49,60082.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890461
FPAY,"Flexshopper, Inc.",Katz Thomas O.,,Buy,2000.0,1.5,3000.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890508
FPI,Farmland Partners Inc.,Pittman Paul A  ,Chief Executive Officer,Buy,5000.0,6.8,34000.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890566
FPI,Farmland Partners Inc.,Pittman Paul A  ,Chief Executive Officer,Buy,5000.0,6.84,34200.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890614
FUNC,First United Corp/md/,Mccullough John  ,Director,Buy,6000.0,11.72,70320.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890673
FUNC,First United Corp/md/,Rodeheaver Carissa Lynn  ,"Chairman, President & CEO",Buy,331.0,12.02,3978.0,2020-08-17 00:00:00,2020-08-28 00:33:43.890722
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,58427.0,12.6,736238.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890775
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,45000.0,12.45,560385.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890823
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,58427.0,12.6,736238.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890872
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,45000.0,12.45,560385.0,2020-08-14 00:00:00,2020-08-28 00:33:43.890921
HCFT,"Hunt Companies Finance Trust, Inc.",Houlihan William A,,Buy,2000.0,2.48,4960.0,2020-08-13 00:00:00,2020-08-28 00:33:43.890978
KRNY,Kearny Financial Corp.,Mcgovern John F,,Buy,16000.0,7.99,127760.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153233
LCNB,Lcnb Corp,Bradford Mary E,,Buy,1800.0,14.62,26316.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153345
LGF.B,Lions Gate Entertainment Corp /cn/,Crawford Gordon  ,Director,Buy,28860.0,7.56,218066.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153417
LGF.B,Lions Gate Entertainment Corp /cn/,Crawford Gordon  ,Director,Buy,28400.0,7.57,215073.0,2020-08-17 00:00:00,2020-08-28 00:33:44.153477
LIVX,"Livexlive Media, Inc.",Ellin Robert S  ,CEO & Chairman,Buy,2400.0,2.75,6609.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153545
LIVX,"Livexlive Media, Inc.",Spengler Tim J.,,Buy,10000.0,2.74,27430.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153602
LMAT,Lemaitre Vascular Inc,Roberts David B  ,President and Director,Buy,7074.0,28.34,200512.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153666
MACK,Merrimack Pharmaceuticals Inc,"Western Standard Partners Qp, L.p.  ",Other,Buy,609.0,3.5,2131.0,2020-08-13 00:00:00,2020-08-28 00:33:44.153732
MACK,Merrimack Pharmaceuticals Inc,"Ledo Capital, Llc  ",Other,Buy,608.0,3.5,2128.0,2020-08-13 00:00:00,2020-08-28 00:33:44.153788
NAVI,Navient Corp,Cabral Anna Escobedo  ,Director,Buy,6000.0,8.81,52860.0,2020-08-13 00:00:00,2020-08-28 00:33:44.153853
NGM,Ngm Biopharmaceuticals Inc,Svennilson Peter  ,10% Owner,Buy,19895.0,17.89,355921.0,2020-08-13 00:00:00,2020-08-28 00:33:44.153920
NGM,Ngm Biopharmaceuticals Inc,Svennilson Peter  ,10% Owner,Buy,37993.0,17.49,664497.0,2020-08-14 00:00:00,2020-08-28 00:33:44.153977
NGM,Ngm Biopharmaceuticals Inc,Svennilson Peter  ,10% Owner,Buy,6425.0,17.89,114943.0,2020-08-17 00:00:00,2020-08-28 00:33:44.154051
NGM,Ngm Biopharmaceuticals Inc,Kutzkey Tim  ,Other,Buy,37993.0,17.49,664497.0,2020-08-14 00:00:00,2020-08-28 00:33:44.154109
NGM,Ngm Biopharmaceuticals Inc,Kutzkey Tim  ,Other,Buy,19895.0,17.89,355921.0,2020-08-13 00:00:00,2020-08-28 00:33:44.154165
NGM,Ngm Biopharmaceuticals Inc,Kutzkey Tim  ,Other,Buy,6425.0,17.89,114943.0,2020-08-17 00:00:00,2020-08-28 00:33:44.154255
NMTR,"9 Meters Biopharma, Inc.",Temperato John  ,Chief Executive Officer,Buy,35000.0,0.57,19845.0,2020-08-17 00:00:00,2020-08-28 00:33:44.154319
NWBI,"Northwest Bancshares, Inc.",Reitzes Mark T.  ,Sr. EVP Commercial Banking,Buy,2000.0,10.23,20460.0,2020-08-13 00:00:00,2020-08-28 00:33:44.154386
PEIX,"Pacific Ethanol, Inc.",Nathan Gilbert E,,Buy,50000.0,3.42,171250.0,2020-08-14 00:00:00,2020-08-28 00:33:44.154452
PEIX,"Pacific Ethanol, Inc.",Nathan Gilbert E,,Buy,6725.0,3.21,21567.0,2020-08-13 00:00:00,2020-08-28 00:33:44.154510
PRPH,"Prophase Labs, Inc.",Gleckel Louis Md,,Buy,50000.0,2.75,137500.0,2020-08-13 00:00:00,2020-08-28 00:33:44.154595
PRVB,"Provention Bio, Inc.",Palmer Ashleigh  ,President and CEO,Buy,2800.0,12.83,35924.0,2020-08-17 00:00:00,2020-08-28 00:33:44.154669
PXLW,"Pixelworks, Inc",Gibson C Scott  ,Director,Buy,8333.0,2.42,20165.0,2020-08-17 00:00:00,2020-08-28 00:33:44.154751
PXLW,"Pixelworks, Inc",Debonis Todd  ,President and CEO,Buy,17000.0,2.39,40596.0,2020-08-14 00:00:00,2020-08-28 00:33:44.154811
RBCAA,Republic Bancorp Inc /ky/,Teebank Family Ltd Partnership,,Buy,225.0,32.31,7269.0,2020-08-14 00:00:00,2020-08-28 00:33:44.154881
RCG,"Renn Fund, Inc.",Stahl Murray  ,President & CEO,Buy,675.0,1.32,892.0,2020-08-14 00:00:00,2020-08-28 00:33:44.154940
RCII,Rent A Center Inc De,Brown Jeffrey J,,Buy,211.0,27.74,5853.0,2020-07-28 00:00:00,2020-08-28 00:33:44.155008
